ARK | Intel® Product Specification Comparison
01/25/2024 11:24:01 AM
 ,Intel Atom® Processor Z3480 ,Intel Atom® Processor Z3460 ,Intel® Core™ i5-4260U Processor ,Intel® Core™ i5-4360U Processor ,Intel® Xeon® Processor E7-2850 v2 ,Intel® Xeon® Processor E7-2870 v2 ,Intel® Xeon® Processor E7-2880 v2 ,Intel® Xeon® Processor E7-2890 v2 ,Intel® Xeon® Processor E7-4809 v2 ,Intel® Xeon® Processor E7-4820 v2 ,Intel® Xeon® Processor E7-4830 v2 ,Intel® Xeon® Processor E7-4850 v2 ,Intel® Xeon® Processor E7-4860 v2 ,Intel® Xeon® Processor E7-4870 v2 ,Intel® Xeon® Processor E7-4890 v2 ,Intel® Xeon® Processor E7-8850 v2 ,Intel® Xeon® Processor E7-8857 v2 ,Intel® Xeon® Processor E7-8870 v2 ,Intel® Xeon® Processor E7-8880L v2 ,Intel® Xeon® Processor E7-8880 v2 ,Intel® Xeon® Processor E7-8890 v2 ,Intel® Xeon® Processor E7-8891 v2 ,Intel® Xeon® Processor E7-8893 v2 ,Intel® Xeon® Processor E5-2440 v2 ,Intel® Xeon® Processor E5-2450 v2 ,Intel® Xeon® Processor E5-2450L v2 ,Intel® Xeon® Processor E5-2470 v2 ,Intel® Xeon® Processor E5-2640 v2 ,Intel® Xeon® Processor E5-2643 v2 ,Intel® Xeon® Processor E5-2650 v2 ,Intel® Xeon® Processor E5-2650L v2 ,Intel® Xeon® Processor E5-2660 v2 ,Intel® Xeon® Processor E5-2667 v2 ,Intel® Xeon® Processor E5-2670 v2 ,Intel® Xeon® Processor E5-2680 v2 ,Intel® Xeon® Processor E5-2690 v2 ,Intel® Xeon® Processor E5-2695 v2 ,Intel® Xeon® Processor E5-2697 v2 ,Intel® Xeon® Processor E5-4610 v2 ,Intel® Xeon® Processor E5-4620 v2 ,Intel® Xeon® Processor E5-4627 v2 ,Intel® Xeon® Processor E5-4640 v2 ,Intel® Xeon® Processor E5-4650 v2 ,Intel® Xeon® Processor E5-4657L v2 ,Intel® Core™ i5-4402EC Processor ,Intel® Core™ i7-4700EC Processor ,Intel® Core™ i7-4702EC Processor ,Intel® Xeon® Processor E7-4880 v2 ,Intel® Xeon® Processor E5-1428L v2 ,Intel® Xeon® Processor E5-1620 v2 ,Intel® Xeon® Processor E5-1650 v2 ,Intel® Xeon® Processor E5-1660 v2 ,Intel® Xeon® Processor E5-2407 v2 ,Intel® Xeon® Processor E5-2418L v2 ,Intel® Xeon® Processor E5-2420 v2 ,Intel® Xeon® Processor E5-2430 v2 ,Intel® Xeon® Processor E5-2430L v2 ,Intel® Xeon® Processor E5-2609 v2 ,Intel® Xeon® Processor E5-2618L v2 ,Intel® Xeon® Processor E5-2620 v2 ,Intel® Xeon® Processor E5-2630 v2 ,Intel® Xeon® Processor E5-2630L v2 ,Intel® Xeon® Processor E5-2637 v2 ,Intel® Xeon® Processor E5-4603 v2 ,Intel® Xeon® Processor E5-4607 v2 ,Intel® Xeon® Processor E5-2448L v2 ,Intel® Xeon® Processor E5-2428L v2 ,Intel® Xeon® Processor E5-2403 v2 ,Intel® Core™ i7-4860HQ Processor ,Intel® Core™ i7-4760HQ Processor ,Intel® Xeon® Processor E5-2603 v2 ,Intel® Xeon® Processor E5-2628L v2 ,Intel® Xeon® Processor E5-2648L v2 ,Intel® Xeon® Processor E5-2658 v2 ,Intel® Xeon® Processor E5-2687W v2 ,Intel® Celeron® Processor 2000E ,Intel® Celeron® Processor 2002E ,Intel® Xeon® Processor E3-1275L v3 ,Intel® Xeon® Processor E5-4624L v2 ,Intel® Pentium® Processor J2850 ,Intel® Celeron® Processor J1850 ,Intel® Celeron® Processor J1750 ,Intel® Pentium® Processor N3510 ,Intel® Celeron® Processor N2910 ,Intel® Celeron® Processor N2810 ,Intel® Celeron® Processor N2805 ,Intel Atom® Processor Z3740 ,Intel Atom® Processor Z3770 ,Intel® Core™ i3-4110M Processor ,Intel® Core™ i3-4330T Processor ,Intel® Core™ i3-4340 Processor ,Intel® Core™ i7-4960X Processor Extreme Edition ,Intel® Core™ i7-4930K Processor ,Intel® Core™ i7-4820K Processor ,Intel® Pentium® Processor 1405 v2 ,Intel Atom® Processor C2338 ,Intel Atom® Processor C2350 ,Intel Atom® Processor C2358 ,Intel Atom® Processor C2518 ,Intel Atom® Processor C2530 ,Intel Atom® Processor C2538 ,Intel Atom® Processor C2550 ,Intel Atom® Processor C2558 ,Intel Atom® Processor C2718 ,Intel Atom® Processor C2730 ,Intel Atom® Processor C2738 ,Intel Atom® Processor C2750 ,Intel Atom® Processor C2758 ,Intel® Pentium® Processor G3320TE ,Intel® Xeon® Processor E3-1105C v2 ,Intel® Xeon® Processor E3-1125C v2 ,Intel® Pentium® Processor B925C ,Intel® Core™ i3-3115C Processor ,Intel Atom® Processor Z3770D ,Intel Atom® Processor Z3740D ,Intel Atom® Processor E3825 ,Intel Atom® Processor E3845 ,Intel Atom® Processor E3815 ,Intel Atom® Processor E3826 ,Intel Atom® Processor E3827 ,Intel® Celeron® Processor J1800 ,Intel® Celeron® Processor J1900 ,Intel® Pentium® Processor J2900 ,Intel® Core™ i5-4460T Processor ,Intel® Core™ i5-4590T Processor ,Intel® Core™ i7-4710HQ Processor ,Intel® Core™ i7-4710MQ Processor ,Intel® Core™ i7-4712HQ Processor ,Intel® Core™ i7-4712MQ Processor ,Intel® Core™ i7-4810MQ Processor ,Intel® Core™ i7-4910MQ Processor ,Intel® Core™ i7-4940MX Processor Extreme Edition ,Intel® Celeron® Processor 2957U ,Intel® Celeron® Processor 2961Y ,Intel® Celeron® Processor 2981U ,Intel® Pentium® Processor 3558U ,Intel® Pentium® Processor 3561Y ,Intel® Celeron® Processor G1830 ,Intel® Celeron® Processor G1820 ,Intel® Celeron® Processor G1820T ,Intel® Celeron® Processor G1820TE ,Intel® Pentium® Processor N3520 ,Intel® Celeron® Processor N2806 ,Intel® Celeron® Processor N2815 ,Intel® Celeron® Processor N2820 ,Intel® Celeron® Processor N2920 ,Intel® Quark™ SoC X1000 ,Intel® Core™ i3-4110E Processor ,Intel® Core™ i3-4112E Processor ,Intel® Core™ i5-4410E Processor ,Intel® Core™ i5-4422E Processor ,Intel Atom® Processor Z3795 ,Intel Atom® Processor Z3775 ,Intel Atom® Processor Z3775D ,Intel Atom® Processor Z3745 ,Intel Atom® Processor Z3745D ,Intel Atom® Processor Z3735D ,Intel Atom® Processor Z3735E ,Intel Atom® Processor Z3735F ,Intel Atom® Processor Z3735G ,Intel® Xeon Phi™ Coprocessor 7120D ,Intel® Core™ i5-4310U Processor ,Intel® Core™ i5-4340M Processor ,Intel® Core™ i7-4610M Processor ,Intel® Core™ i5-4310M Processor ,Intel® Xeon Phi™ Coprocessor 7120A ,Intel® Pentium® Processor G3450 ,Intel® Pentium® Processor G3440 ,Intel® Pentium® Processor G3440T ,Intel® Pentium® Processor G3240 ,Intel® Pentium® Processor G3240T ,Intel® Celeron® Processor G1850 ,Intel® Celeron® Processor G1840 ,Intel® Celeron® Processor G1840T ,Intel® Core™ i7-4790 Processor ,Intel® Core™ i7-4790S Processor ,Intel® Core™ i7-4790T Processor ,Intel® Quark™ SoC X1001 ,Intel® Quark™ SoC X1010 ,Intel® Quark™ SoC X1011 ,Intel® Quark™ SoC X1020D ,Intel® Quark™ SoC X1021 ,Intel® Core™ i5-4210M Processor ,Intel® Pentium® Processor 3560M ,Intel® Celeron® Processor 2970M ,Intel® Core™ i7-4510U Processor ,Intel® Core™ i5-4210U Processor ,Intel® Core™ i3-4120U Processor ,Intel® Core™ i3-4030U Processor ,Intel® Core™ i3-4025U Processor ,Intel® Core™ i5-4220Y Processor ,Intel® Core™ i3-4030Y Processor ,Intel® Celeron® Processor N2830 ,Intel® Celeron® Processor N2807 ,Intel® Celeron® Processor N2930 ,Intel® Pentium® Processor N3530 ,Intel Atom® Processor C2508 ,Intel Atom® Processor C2308 ,Intel® Quark™ SoC X1021D ,Intel® Quark™ SoC X1020 
UART,3,3,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Interfaces,2,2 Interfaces,2 Interfaces,2,2 Interfaces,2,2 Interfaces,2 Interfaces,2,2 Interfaces,2,2 Interfaces,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,2,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,2,2,2,2,2,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,2 Interfaces,2 Interfaces,2,2
Total # of SATA Ports,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,6,2,4,6,2,6,6,6,6,2,6,6,6,,,,,,,,2,2,2,2,2,,,2,,,,,,,,,,2,4,2,2,4,,,,,2,2,2,2,2,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,0,0,0,0,,,,4,4,4,4,2,4,4,2,2,2,2,2,1,0,0
Integrated LAN,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,2x1 or 2x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,2x1 or 2x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,,,,,,,,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,2,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,2,2,2,2,2,,,,No,No,No,No,No,No,No,,,,,4x1 or 4x2.5 GbE,4x1 or 4x2.5 GbE,2,2
Integrated IDE,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,0,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,,,,No,No,No,No,No,No,No,,,,,,,0,0
Max # of SATA 6.0 Gb/s Ports,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,4,,,,,,,,,,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,0,0,0,0,,,,4,4,4,4,2,4,4,,,,,,,0,0

Package Specifications
Sockets Supported,FC-MB5796,FC-MB5796,FCBGA1168,FCBGA1168,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCBGA1364,FCBGA1364,FCBGA1364,FCLGA2011,FCLGA1356,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCLGA1356,FCLGA1356,FCBGA1364,FCBGA1364,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCBGA1364,FCBGA1364,FCLGA1150,FCLGA2011,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,UTFCBGA1380,UTFCBGA1380,FCPGA946,FCLGA1150,FCLGA1150,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCBGA1283,FCLGA1150,FCBGA1284,FCBGA1284,,FCBGA1284,UTFCBGA1380,UTFCBGA1380,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCLGA1150,FCLGA1150,FCBGA1364,FCPGA946,FCBGA1364,FCPGA946,FCPGA946,FCPGA946,FCPGA946,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA393,FCBGA1364,FCBGA1364,FCBGA1364,FCBGA1364,UTFCBGA1380,UTFCBGA1380,UTFCBGA1380,UTFCBGA1380,UTFCBGA1380,UTFCBGA1380,UTFCBGA1380,UTFCBGA592,UTFCBGA592,,FCBGA1168,FCPGA946,FCPGA946,FCPGA946,,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCLGA1150,FCBGA393,FCBGA393,FCBGA393,FCBGA393,FCBGA393,FCPGA946,FCPGA946,FCPGA946,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1168,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1170,FCBGA1283,FCBGA1283,FCBGA393,FCBGA393
Max CPU Configuration,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,4,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1
TJUNCTION,90°C,90°C,100°C,100°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100°C,100°C,100°C,,,,,,,,,,,,,,,,,,,,,,100°C,100°C,,,,,,100°C,100°C,,,100°C,100°C,100°C,100°C,100°C,100°C,80°C,90°C,90°C,100°C,,,,,,,,,,,,,,,,,,,,,100°C,100°C,,100°C,90°C,90°C,-40°C to 110°C,-40°C to 110°C,-40°C to 110°C,-40°C to 110°C,-40°C to 110°C,105°C,105°C,105°C,,,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,,,,,105°C,105°C,105°C,105°C,105°C,110°C,100°C,100°C,100°C,100°C,,,,90°C,,,,,,,100°C,100°C,100°C,100°C,,,,,,,,,,,,,110°C,110°C,110°C,110°C,110°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,100°C,105°C,100°C,100°C,100C,100C,110°C,110°C
Package Size,12mm x 12mm,12mm x 12mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,52mm x 45mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,52.5mm x 51mm,52.5mm x 45mm,52.5mm x 51mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 51mm,52.5mm x 51mm,52.5 mm x 45 mm,52.5 mm x 45 mm,52.5 mm x 45 mm,52.5 mm x 45 mm,52.5 mm x 45 mm,52.5 mm x 51 mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,52mm x 45mm,45mm x 42.5mm,52.5mm x 45.0 mm,52.5mm x 45.0 mm,52.5mm x 45.0 mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5 mm x 45 mm,52.5 mm x 45 mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,37.5mm x 32mm x 1.65mm,37.5mm x 32mm x 1.6mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,52.5mm x 45mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 37.5mm,52.5 mm x 45 mm,25mm X 27mm,25mm X 27mm,25mm X 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,17mm x 17mm,17mm x 17mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm,37.5mm x 37.5mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,45mm x 42.5mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,34 mm x 28 mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,37.5mm x 37.5mm,17mm x 17mm,17mm x 17mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm X 27mm,25mm X 27mm,25mm X 27mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,15mm x 15mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,37.5mm x 32mm x 1.6mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,17mm x 17mm,,40mm x 24mm x 1.5mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,15mm x 15mm,15mm x 15mm,15mm x 15mm,15mm x 15mm,15mm x 15mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,37.5mm x 37.5mm x 4.7mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,40mm x 24mm x 1.5mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,25mm x 27mm,34 mm x 28 mm,34 mm x 28 mm,15mm x 15mm,15mm x 15mm
TCASE,,,,,68°C,73°C,73°C,77°C,68°C,68°C,68°C,68°C,73°C,73°C,77°C,68°C,73°C,73°C,68°C,73°C,77°C,77°C,77°C,80°C,80°C,68°C,80°C,75°C,74°C,75°C,65°C,75°C,74°C,82°C,82°C,88°C,81°C,86°C,75°C,75°C,88°C,75°C,75°C,81°C,,,,73°C,80°C,70°C,70°C,70°C,76°C,79.1°C,76°C,76°C,69°C,71°C,93°C,71°C,71°C,63°C,76°C,77°C,77°C,90.9°C,89.2°C,76°C,,,71°C,92°C,92°C,87°C,72°C,,,,92°C,,,,,,,,,,,66.4 C,66.8°C,66.8°C,66.8,66.8°C,80°C,,98°C,,,97°C,,96°C,,,97°C,,97°C,,72°C,,,,,,,,,,,,,,,66.35°C,66.35°C,,,,,,,,,,,,,72°C,72°C,66.4°C,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,72°C,66.4°C,72°C,66.4°C,72°C,72°C,66.4°C,72.72°C,71.35°C,71.45°C,,,,,,,,,,,,,,,,,,,,,,,
Thermal Solution Specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCG 2013B,,,,,,,,,,,,PCG 2013A,PCG 2013C,,,,,,,,,,,,,,,,,,PCG 2013A,,,,,,,,,,,,,,,PCG 2013A,PCG 2013A,,,,,,,,,,,,,PCG 2013C,PCG 2013C,PCG 2013A,PCG 2013A,,,,,,,,,,,,,,,,,,,,,,,,,,PCG 2013C,PCG 2013C,PCG 2013A,PCG 2013C,PCG 2013A,PCG 2013C,PCG 2013C,PCG 2013A,PCG 2013D,PCG 2013C,PCG 2013B,,,,,,,,,,,,,,,,,,,,,,,
Operating Temperature Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C to 70°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C to 85°C,0°C to 70°C,-40°C to 85°C,0°C to 70°C,-40°C to 85°C,,,,,,,,,,,,,,,-40°C to 85°C,-40°C to 85°C,-40°C to 85°C,0°C to 70°C
Operating Temperature (Maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 °C,70 °C,85 °C,70 °C,85 °C,,,,,,,,,,,,,,,85 °C,85 °C,85 °C,70 °C
Operating Temperature (Minimum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40 °C,0 °C,-40 °C,0 °C,-40 °C,,,,,,,,,,,,,,,-40 °C,-40 °C,-40 °C,0 °C
Bracket Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Brackets,,,,,PCI bracket included or installed (not on Bulk) |  312 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Advanced Technologies
Intel® 64 ‡,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
