ARK | Intel® Product Specification Comparison
01/25/2024 11:24:49 AM
 ,Intel® Pentium® Processor G6951 ,Intel Atom® Processor Z600 ,Intel Atom® Processor Z615 ,Intel Atom® Processor Z625 ,Intel® Xeon® Processor E3-1220 ,Intel® Xeon® Processor E3-1225 ,Intel® Xeon® Processor E3-1230 ,Intel® Xeon® Processor E3-1235 ,Intel® Xeon® Processor E3-1240 ,Intel® Xeon® Processor E3-1245 ,Intel® Xeon® Processor E3-1260L ,Intel® Xeon® Processor E3-1270 ,Intel® Xeon® Processor E3-1275 ,Intel® Xeon® Processor E3-1280 ,Intel® Celeron® Processor G530 ,Intel® Celeron® Processor G530T ,Intel® Celeron® Processor G540 ,Intel® Celeron® Processor G540T ,Intel® Celeron® Processor G550 ,Intel® Core™ i3-2120T Processor ,Intel® Core™ i3-2130 Processor ,Intel® Core™ i3-2330E Processor ,Intel® Core™ i3-2330M Processor ,Intel® Core™ i3-2350M Processor ,Intel® Core™ i3-2370M Processor ,Intel® Core™ i5-2310 Processor ,Intel® Core™ i5-2320 Processor ,Intel® Core™ i5-2430M Processor ,Intel® Core™ i5-2450M Processor ,Intel® Core™ i7-2640M Processor ,Intel® Core™ i7-2670QM Processor ,Intel® Core™ i7-2675QM Processor ,Intel® Core™ i7-2760QM Processor ,Intel® Core™ i7-2860QM Processor ,Intel® Core™ i7-2960XM Processor Extreme Edition ,Intel® Pentium® Processor G630 ,Intel® Pentium® Processor G630T ,Intel® Pentium® Processor G632 ,Intel® Pentium® Processor G640 ,Intel® Pentium® Processor G640T ,Intel® Pentium® Processor G860 ,Intel® Pentium® Processor G870 ,Intel® Core™ i7-2677M Processor ,Intel® Core™ i7-2637M Processor ,Intel® Core™ i5-2557M Processor ,Intel® Core™ i3-2357M Processor ,Intel® Core™ i3-2340UE Processor ,Intel® Core™ i3-2377M Processor ,Intel® Core™ i5-2405S Processor ,Intel® Xeon® Processor E3-1290 ,Intel® Pentium® Processor B940 ,Intel® Pentium® Processor B950 ,Intel® Pentium® Processor 957 ,Intel Atom® Processor Z670 ,Intel Atom® Processor Z650 ,Intel® Celeron® Processor B810E ,Intel® Celeron® Processor 847E ,Intel® Celeron® Processor 827E ,Intel® Celeron® Processor 847 ,Intel® Core™ i5-2467M Processor ,Intel® Core™ i7-980 Processor ,Intel® Celeron® Processor G440 ,Intel Atom® Processor N2600 ,Intel Atom® Processor N2800 ,Intel® Core™ i3-2125 Processor ,Intel® Celeron® Processor B710 ,Intel® Celeron® Processor B800 ,Intel® Celeron® Processor 787 ,Intel® Celeron® Processor 857 ,Intel Atom® Processor D2500 ,Intel Atom® Processor D2700 ,Intel® Core™ i3-2367M Processor ,Intel® Celeron® Processor B840 ,Intel® Pentium® Processor 967 ,Intel® Pentium® Processor B960 ,Intel® Core™ i5-2435M Processor ,Intel® Core™ i7-2700K Processor ,Intel® Xeon® Processor E5-2648L ,Intel® Xeon® Processor E5-2658 ,Intel® Celeron® Processor 807UE ,Intel® Core™ i7-3960X Processor Extreme Edition ,Intel® Core™ i7-3930K Processor ,Intel® Core™ i7-3820 Processor ,Intel® Celeron® Processor G460 ,Intel® Pentium® Processor B970 ,Intel® Pentium® Processor 977 ,Intel® Celeron® Processor 797 ,Intel® Celeron® Processor 867 ,Intel® Celeron® Processor B815 ,Intel® Celeron® Processor B720 ,Intel® Xeon® Processor E5-2687W ,Intel® Xeon® Processor E5-2680 ,Intel® Xeon® Processor E5-2660 ,Intel® Xeon® Processor E5-2650L ,Intel® Xeon® Processor E5-2630L ,Intel® Xeon® Processor E5-2643 ,Intel® Xeon® Processor E5-2609 ,Intel® Xeon® Processor E5-2667 ,Intel® Xeon® Processor E5-2650 ,Intel® Xeon® Processor E5-2640 ,Intel® Xeon® Processor E5-2603 ,Intel® Xeon® Processor E5-2630 ,Intel® Xeon® Processor E5-2620 ,Intel® Xeon® Processor E5-2670 ,Intel® Xeon® Processor E5-2690 ,Intel® Xeon® Processor E5-2665 ,Intel® Xeon® Processor E5-2637 ,Intel® Xeon® Processor E5-1650 ,Intel® Xeon® Processor E5-4610 ,Intel® Xeon® Processor E5-4640 ,Intel® Xeon® Processor E5-4607 ,Intel® Xeon® Processor E5-4650L ,Intel® Xeon® Processor E5-4620 ,Intel® Xeon® Processor E5-4617 ,Intel® Xeon® Processor E5-4603 ,Intel® Xeon® Processor E5-2450L ,Intel® Xeon® Processor E5-2450 ,Intel® Xeon® Processor E5-2440 ,Intel® Xeon® Processor E5-2430L ,Intel® Xeon® Processor E5-2407 ,Intel® Xeon® Processor E5-2403 ,Intel® Xeon® Processor E5-2430 ,Intel® Xeon® Processor E5-2420 ,Intel® Xeon® Processor E5-1660 ,Intel® Xeon® Processor E5-1620 ,Intel® Xeon® Processor E5-4650 ,Intel® Xeon® Processor E5-2470 ,Intel® Core™ i5-2450P Processor ,Intel® Core™ i5-2380P Processor ,Intel® Core™ i7-3920XM Processor Extreme Edition ,Intel® Core™ i7-3820QM Processor ,Intel® Core™ i7-3720QM Processor ,Intel® Core™ i7-3520M Processor ,Intel® Core™ i5-3360M Processor ,Intel® Core™ i5-3320M Processor ,Intel® Core™ i7-3667U Processor ,Intel® Core™ i7-3610QM Processor ,Intel® Core™ i7-3615QM Processor ,Intel® Core™ i7-3612QM Processor ,Intel® Core™ i5-3427U Processor ,Intel Atom® Processor D2550 ,Intel® Core™ i5-3450 Processor ,Intel® Core™ i5-3450S Processor ,Intel® Core™ i5-3475S Processor ,Intel® Core™ i5-3550 Processor ,Intel® Core™ i5-3550S Processor ,Intel® Core™ i5-3570K Processor ,Intel® Core™ i5-3570T Processor ,Intel® Core™ i7-3770K Processor ,Intel® Core™ i7-3770S Processor ,Intel® Core™ i7-3770T Processor ,Intel® Core™ i5-2550K Processor ,Intel® Core™ i3-3217UE Processor ,Intel® Core™ i3-3217U Processor ,Intel® Core™ i3-3120ME Processor ,Intel® Core™ i3-3110M Processor ,Intel® Core™ i5-3570S Processor ,Intel® Core™ i5-3570 Processor ,Intel® Core™ i5-3470T Processor ,Intel® Core™ i5-3610ME Processor ,Intel® Core™ i5-3317U Processor ,Intel® Core™ i5-3210M Processor ,Intel® Core™ i7-3615QE Processor ,Intel® Core™ i7-3612QE Processor ,Intel® Core™ i7-3610QE Processor ,Intel® Core™ i7-3555LE Processor ,Intel® Core™ i7-3517UE Processor ,Intel® Core™ i7-3517U Processor ,Intel® Core™ i7-3770 Processor ,Intel® Xeon® Processor E3-1290 v2 ,Intel® Xeon® Processor E3-1280 v2 ,Intel® Xeon® Processor E3-1275 v2 ,Intel® Xeon® Processor E3-1270 v2 ,Intel® Xeon® Processor E3-1265L v2 ,Intel® Xeon® Processor E3-1245 v2 ,Intel® Xeon® Processor E3-1240 v2 ,Intel® Xeon® Processor E3-1230 v2 ,Intel® Xeon® Processor E3-1225 v2 ,Intel® Xeon® Processor E3-1220 v2 ,Intel® Xeon® Processor E3-1220L v2 ,Intel® Pentium® Processor 1405 ,Intel® Xeon® Processor E5-1428L ,Intel® Pentium® Processor G860T ,Intel® Xeon® Processor E5-2448L ,Intel® Xeon® Processor E5-2428L ,Intel® Xeon® Processor E5-2418L ,Intel® Celeron® Processor 877 ,Intel® Celeron® Processor B820 ,Intel® Core™ i5-3210M Processor ,Intel® Core™ i7-3612QM Processor ,Intel® Celeron® Processor 807 ,Intel® Core™ i5-3470S Processor ,Intel® Core™ i5-3470 Processor ,Intel® Xeon® Processor E3-1125C ,Intel® Xeon® Processor E3-1105C ,Intel® Core™ i3-2115C Processor ,Intel® Pentium® Processor B915C ,Intel® Celeron® Processor 725C ,Intel® Pentium® Processor B980 ,Intel Atom® Processor Z2460 
Max # of PCI Express Lanes,16,0,0,0,20,20,20,20,20,20,20,20,20,20,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,16,,16,16,16,16,16,16,16,16,20,16,16,16,,,16,16,16,16,16,,,,,16,16,16,16,16,4,4,16,16,16,16,16,16,40,40,,40,40,40,,16,16,16,16,16,16,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,24,24,24,24,24,24,24,40,40,40,24,16,16,16,16,16,16,16,16,16,16,16,16,16,4,,,,,,,,,,,16,1,16,1,16,,,,1,16,16,16,16,16,16,16,16,,,,,,,,,,,,,24,24,,24,24,24,16,16,16,16,16,,,20,20,16,20,16,16,
PCI Support,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scalability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,,,,,,,,,,,,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,,4S Only,4S Only,4S Only,4S Only,4S Only,4S Only,4S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,2S Only,,,4S Only,2S Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,1S Only,,,,,,,,,,,,,,,,,,

Package Specifications
Sockets Supported,FCLGA1156,T-PBGA518,T-PBGA518,T-PBGA518,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,LGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCPGA988,FCBGA1023 | PPGA988,FCBGA1023 | PPGA988,PPGA988,LGA1155,LGA1155,PPGA988,FCBGA1023 | PPGA988,FCBGA1023 | PPGA988,FCPGA988,FCBGA1224,FCBGA1224 | FCPGA988,FCBGA1224 | FCPGA988,FCPGA988,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCBGA1023,FCBGA1023,FCBGA1023,FCBGA1023,BGA1023 | FCBGA1023,FCBGA1023,FCLGA1155 | LGA1155,LGA1155,PGA988,PGA988,FCBGA1023,T-PBGA518,T-PBGA518,FCBGA1023,BGA1023 | FCBGA1023,BGA1023 | FCBGA1023,FCBGA1023,FCBGA1023,FCLGA1366 | LGA1366,FCLGA1155,FCBGA559,FCBGA559,FCLGA1155,PGA988 | PPGA988,FCPGA988,FCBGA1023,FCBGA1023,FCBGA559,FCBGA559,FCBGA1023,FCPGA988 | PGA988,FCBGA1023,FCPGA988 | PGA988,FCBGA1023,LGA1155,FCLGA2011,FCLGA2011,FCBGA1023,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1155,FCPGA988,FCBGA1023,,,FCPGA988 | PGA988,,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA1356,FCLGA2011,FCLGA2011,FCLGA2011,FCLGA1356,FCLGA1155 | LGA1155,FCLGA1155 | LGA1155,FCPGA988,FCBGA1224 | FCPGA988,FCBGA1224 | FCPGA988,FCBGA1023 | FCPGA988,FCBGA1023 | FCPGA988,FCBGA1023 | FCPGA988,FCBGA1023,FCPGA988,FCBGA1224,FCBGA1224,FCBGA1023,FCBGA559,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155 | LGA1155,FCBGA1023,FCBGA1023,FCBGA1023 | FCPGA988,FCBGA1023 | FCPGA988,FCLGA1155,FCLGA1155,FCLGA1155,FCBGA1023 | FCPGA988,FCBGA1023,FCBGA1023,FCBGA1023,FCBGA1023,FCPGA988,FCBGA1023,FCBGA1023,FCBGA1023,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1155,FCLGA1356,FCLGA1356,FCLGA1155,FCLGA1356,FCLGA1356,FCLGA1356,FCBGA1023,FCPGA988 | PGA988,FCPGA988,FCPGA988,FCBGA1023,FCLGA1155,FCLGA1155,FCBGA1284,FCBGA1284,FCBGA1284,FCBGA1284,FCBGA1284,FCPGA988 | PGA988,FC-MB4617
Max CPU Configuration,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,1,1
TCASE,72.6°C,,,,69.1°C,72.6°C,69.1°C,72.6°C,69.1°C,72.6°C,58.6°C,69.1°C,72.6°C,73.6°C,69.1°C,65.0°C,69.1°C,65.0°C,69.1°C,65.0°C,69.1°C,,,,,72.6°C,72.6°C,,,,,,,,,69.1°C,65.0°C,69.1°C,69.1°C,65.0°C,69.1°C,69.1°C,,,,,,,69.1°C,56.7°C,,,,,,,,,,,68.8°C,65.5°C,,,69.1°C,,,,,,,,,,,,72.6°C,,88°C,,66.8°C,66.8°C,66.8°C,65.5°C,,,,,,,67°C,85°C,73 °C,72.0°C,69.8°C,73°C,70.0°C,85.0°C,77.4°C,73 °C,70.0°C,77.4°C,77.4°C,80.0°C,72.0 °C,81.8°C,70.0°C,64.0°C,,,,,,,,,,,,,,,,64°C,64.0 °C,,78,72.6°C,72.6°C,,,,,,,,,,,,,67.4°C,69.1°C,69.1,67.4°C,69.1°C,67.4°C,69.8°C,67.4°C,69.1°C,69.8°C,72.6°C,,,,,69.1,67.4,65.0,,,,,,,,,,67.4°C,,,,,,,,65.8°C,,,,,,65.0°C,91°C,89°C,91°C,,,,,,69.1,67.4°C,,,,,,,
Package Size,37.5mm x 37.5mm,13.8mmx13.8mmx1.1mm,13.8mmx 13.8mmx1.1mm,13.8mmx13.8mmx1.1mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm (rPGA988),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mmx37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mmx37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5 (rPGA998),31.0mm x 24.0mm (BGA1224),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5mm x 37.5mm (rPGA998),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31mm x 24mm (BGA1023),31.0mm x 24.0mm (BGA1023),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mmx37.5mm (rPGA988B),37.5mmx37.5mm (rPGA988B),31.0mm x 24.0mm (BGA1023),13.8mmx13.8mm,13.8mmx13.8mm,31mm x 24mm (FCBGA1023),31mm x 24mm (FCBGA1023),31mm x 24mm (FCBGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),45mm x 42.5mm,37.5mm x 37.5mm,,,37.5mm x 37.5mm,37.5mmx37.5mm (rPGA988B),37.5mmx37.5mm (rPGA988B),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),22mm X 22mm,22mm X 22 mm,31.0mm x 24.0mm (BGA1023),37.5mm x 37.5mm (rPGA988B),31.0mm x 24.0mm (BGA1023),37.5mmx37.5mm (rPGA988B),37.5mmx37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm,,,31mm x 24mm (FCBGA1023),52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,37.5mm x 37.5mm,37.5mmx37.5mm (rPGA988B),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),31.0mm x 24.0mm (BGA1023),37.5mmx37.5mm (rPGA988B),37.5mmx37.5mm (rPGA988B),52.5mm x 45.0 mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0 mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0 mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,52.5mm x 45.0mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,45mm x 42.5mm,52.5mm x 45.0 mm,52.5mm x 45.0 mm,52.5mm x 45.0mm,45mm x 42.5 mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5 x 37.5mm (rPGA988B),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1224),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1023),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1023),37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1023),31mm x 24mm,37.5mm x 37.5mm (rPGA988B),31.0 x 24.0mm (BGA1224),31.0 x 24.0mm (BGA1224),31mm x 24mm,22mm X 22 mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,31mm x 24mm,31mm x 24mm,37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mmx 37.5mm PGA,31.0mm x 24.0mm,31.0 x 24.0mm (BGA1023),31mm x 24mm (BGA 1023),31mm x 24mm (BGA 1023),37.5mmx 37.5mm PGA,31.0mm x 24.0mm,31mm x 24mm,31.0mm x 24.0mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5mm,,37.5mm x 37.5mm,37.5mm x 37.5mm,45mm x 42.5mm,45mm x 42.5mm,37.5 x 37.5 mm,,LGA1356,,31.0mm x 24.0mm (BGA1023),37.5mmx37.5mm (rPGA988B),37.5 x 37.5mm (rPGA988B),37.5 x 37.5mm (rPGA988B),31.0mm x 24.0mm (BGA1023),37.5mm x 37.5mm,37.5mm x 37.5mm,37.5mm x 37.5 mm,37.5mm x 37.5 mm,37.5mm x 37.5 mm,37.5mm x 37.5 mm,37.5mm x 37.5mm,37.5mmx37.5mm (rPGA988B),12mm x 12mm
Processing Die Size,81 mm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239 mm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Processing Die Transistors,382 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJUNCTION,,-25°C to +90°C,0 to +90°C,0 to +90°C,,,,,,,,,,,,,,,,,,100 C,85C (PGA); 100C (BGA),85C (PGA); 100C (BGA),85C (PGA); 100C (BGA),,,100 C,100 C,100 C,100 C,100 C,100 C,100 C,100 C,,,,,,,,100 C,100 C,100 C,100C,100C (BGA),100C,,,85 C,85C,100,90,90,100,100,100,100,100,,,,,,100C,100C,100C,100,100 C,100 C,100C,100C,100 C,85C,100°C,,,,100°C,,,,,85C,100C,100C,100C,100C,100C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 C,105°C,105 C,105 C,105 C,105 C,105 C,105 C,105 C,105 C,105 C,100 C,,,,,,,,,,,,105°C,105 C,105°C,90C (PGA); 105C (BGA),,,,105°C,105 C,105 C,105°C,105°C,105°C,105°C,105°C,105 C,105°C,,,,,,,,,,,,,,,,,,100C,100C,105 C,105 C,100C,,,100°C,100°C,100°C,100°C,100°C,85C,90
Thermal Solution Specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011D,2011C,2011C,2011D,2011C,2011D,2011B,2011D,2011C,2011B,,,,,,2011C,2011D,2011B,,,,,,,,,,2011D,,,,,,,,,,,,,,,,,,,,,,,2011C,2011D,,,,,,,

Advanced Technologies
Intel® Turbo Boost Technology ‡,No,No,No,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,No,No,No,No,No,No,No,No,No,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,No,No,No,No,No,No,2.0,2.0,2.0,No,2.0,No,2.0,2.0,No,No,No,,,No,No,No,No,2.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2.0,2.0,2.0,2.0,No,2.0,2.0,2.0,No,No,No,No,No,No,No,2.0,2.0,2.0,2.0,2.0,2.0,No,2.0,2.0,1.0,No,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,2.0,2.0,2.0,No,2.0,2.0,1.0,2.0,No,No,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,No,No,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,No,No,2.0,2.0,2.0,No,No,2.0,2.0,No,2.0,2.0,No,No,No,No,No,No,
Intel® Hyper-Threading Technology ‡,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
Intel® 64 ‡,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
